st pl ch r c p0 p1 p2 p3
0 0 4 0 0 -1.000 -1.000 -1.000 -1.000
0 0 4 0 1 409.730 238.685 0.002 0.149
0 0 4 0 2 206.949 316.551 2.247 -274.528
0 0 4 0 3 266.873 300.483 0.011 -0.164
0 0 4 0 4 -1.000 -1.000 -1.000 -1.000
0 0 4 0 5 -1.000 -1.000 -1.000 -1.000
0 0 4 0 6 -1.000 -1.000 -1.000 -1.000
0 0 4 0 7 -1.000 -1.000 -1.000 -1.000
0 0 4 0 8 -1.000 -1.000 -1.000 -1.000
0 0 4 0 9 -1.000 -1.000 -1.000 -1.000
0 0 4 0 10 -1.000 -1.000 -1.000 -1.000
0 0 4 0 11 -1.000 -1.000 -1.000 -1.000
0 0 4 0 12 -1.000 -1.000 -1.000 -1.000
0 0 4 0 13 -1.000 -1.000 -1.000 -1.000
0 0 4 0 14 466.815 183.934 0.003 -0.311
0 0 4 0 15 -1.000 -1.000 -1.000 -1.000
0 0 4 0 16 -1.000 -1.000 -1.000 -1.000
0 0 4 0 17 235.446 252.329 0.017 -0.636
0 0 4 0 18 -1.000 -1.000 -1.000 -1.000
0 0 4 0 19 -1.000 -1.000 -1.000 -1.000
0 0 4 0 20 -1.000 -1.000 -1.000 -1.000
0 0 4 0 21 -1.000 -1.000 -1.000 -1.000
0 0 4 0 22 -1.000 -1.000 -1.000 -1.000
0 0 4 0 23 -1.000 -1.000 -1.000 -1.000
0 0 4 0 24 -1.000 -1.000 -1.000 -1.000
0 0 4 0 25 -1.000 -1.000 -1.000 -1.000
0 0 4 0 26 -1.000 -1.000 -1.000 -1.000
0 0 4 0 27 274.509 200.496 0.030 1.665
0 0 4 0 28 -1.000 -1.000 -1.000 -1.000
0 0 4 0 29 179.094 321.545 0.298 -34.368
0 0 4 0 30 -1.000 -1.000 -1.000 -1.000
0 0 4 0 31 -1.000 -1.000 -1.000 -1.000
0 0 4 0 32 -1.000 -1.000 -1.000 -1.000
0 0 4 0 33 -1.000 -1.000 -1.000 -1.000
0 0 4 0 34 346.436 146.022 0.045 4.028
0 0 4 0 35 392.073 228.934 0.003 0.118
0 0 4 0 36 304.603 265.485 0.005 0.182
0 0 4 0 37 248.902 298.801 0.017 -0.626
0 0 4 0 38 -1.000 -1.000 -1.000 -1.000
0 0 4 0 39 -1.000 -1.000 -1.000 -1.000
0 0 4 0 40 -1.000 -1.000 -1.000 -1.000
0 0 4 0 41 -1.000 -1.000 -1.000 -1.000
0 0 4 0 42 -1.000 -1.000 -1.000 -1.000
0 0 4 0 43 -1.000 -1.000 -1.000 -1.000
0 0 4 0 44 -1.000 -1.000 -1.000 -1.000
0 0 4 0 45 -1.000 -1.000 -1.000 -1.000
0 0 4 0 46 -1.000 -1.000 -1.000 -1.000
0 0 4 0 47 -1.000 -1.000 -1.000 -1.000
0 0 4 0 48 -1.000 -1.000 -1.000 -1.000
0 0 4 0 49 -1.000 -1.000 -1.000 -1.000
0 0 4 0 50 255.474 307.882 0.017 -0.624
0 0 4 0 51 -1.000 -1.000 -1.000 -1.000
0 0 4 1 0 -1.000 -1.000 -1.000 -1.000
0 0 4 1 1 -1.000 -1.000 -1.000 -1.000
0 0 4 1 2 -1.000 -1.000 -1.000 -1.000
0 0 4 1 3 -1.000 -1.000 -1.000 -1.000
0 0 4 1 4 -1.000 -1.000 -1.000 -1.000
0 0 4 1 5 -1.000 -1.000 -1.000 -1.000
0 0 4 1 6 -1.000 -1.000 -1.000 -1.000
0 0 4 1 7 -1.000 -1.000 -1.000 -1.000
0 0 4 1 8 -1.000 -1.000 -1.000 -1.000
0 0 4 1 9 -1.000 -1.000 -1.000 -1.000
0 0 4 1 10 -1.000 -1.000 -1.000 -1.000
0 0 4 1 11 -2.614 527.254 0.073 -6.678
0 0 4 1 12 240.800 296.038 0.048 -3.930
0 0 4 1 13 -1.000 -1.000 -1.000 -1.000
0 0 4 1 14 251.718 299.857 0.017 -0.667
0 0 4 1 15 274.531 274.186 0.002 1.197
0 0 4 1 16 -1.000 -1.000 -1.000 -1.000
0 0 4 1 17 306.502 235.506 0.031 1.601
0 0 4 1 18 253.601 301.915 0.017 -0.667
0 0 4 1 19 341.217 335.428 0.002 0.242
0 0 4 1 20 281.184 283.615 0.003 0.725
0 0 4 1 21 282.581 285.037 0.002 0.819
0 0 4 1 22 64.224 462.112 0.065 -5.594
0 0 4 1 23 -1.000 -1.000 -1.000 -1.000
0 0 4 1 24 294.772 228.243 0.030 1.454
0 0 4 1 25 515.374 214.456 0.003 -0.295
0 0 4 1 26 259.913 307.992 0.017 -0.625
0 0 4 1 27 256.354 303.226 0.017 -0.626
0 0 4 1 28 303.869 229.137 0.031 1.662
0 0 4 1 29 244.758 278.266 0.075 -7.197
0 0 4 1 30 -131.224 692.620 0.081 -7.771
0 0 4 1 31 -1.000 -1.000 -1.000 -1.000
0 0 4 1 32 249.201 285.244 0.016 -0.521
0 0 4 1 33 243.841 275.258 0.021 -0.898
0 0 4 1 34 258.981 292.256 0.013 -0.204
0 0 4 1 35 251.531 302.434 0.017 -0.625
0 0 4 1 36 -1.000 -1.000 -1.000 -1.000
0 0 4 1 37 -1.000 -1.000 -1.000 -1.000
0 0 4 1 38 -1.000 -1.000 -1.000 -1.000
0 0 4 1 39 -1.000 -1.000 -1.000 -1.000
0 0 4 1 40 -1.000 -1.000 -1.000 -1.000
0 0 4 1 41 -1.000 -1.000 -1.000 -1.000
0 0 4 1 42 -1.000 -1.000 -1.000 -1.000
0 0 4 1 43 -1.000 -1.000 -1.000 -1.000
0 0 4 1 44 -1.000 -1.000 -1.000 -1.000
0 0 4 1 45 -1.000 -1.000 -1.000 -1.000
0 0 4 1 46 -1.000 -1.000 -1.000 -1.000
0 0 4 1 47 -1.000 -1.000 -1.000 -1.000
0 0 4 1 48 -1.000 -1.000 -1.000 -1.000
0 0 4 1 49 -1.000 -1.000 -1.000 -1.000
0 0 4 1 50 -1.000 -1.000 -1.000 -1.000
0 0 4 1 51 -1.000 -1.000 -1.000 -1.000
0 0 4 2 0 -1.000 -1.000 -1.000 -1.000
0 0 4 2 1 -1.000 -1.000 -1.000 -1.000
0 0 4 2 2 -1.000 -1.000 -1.000 -1.000
0 0 4 2 3 -1.000 -1.000 -1.000 -1.000
0 0 4 2 4 -1.000 -1.000 -1.000 -1.000
0 0 4 2 5 -1.000 -1.000 -1.000 -1.000
