st pl ch r c p0 p1 p2 p3
0 3 1 0 0 539.524 153.691 0.024 -0.820
0 3 1 0 1 510.612 181.900 0.025 -0.610
0 3 1 0 2 459.423 241.284 0.020 -0.296
0 3 1 0 3 516.779 176.641 0.025 -0.645
0 3 1 0 4 494.370 198.532 0.023 -0.526
0 3 1 0 5 488.553 201.721 0.023 -0.459
0 3 1 0 6 465.663 225.498 0.022 -0.343
0 3 1 0 7 513.603 174.504 0.025 -0.658
0 3 1 0 8 484.176 215.556 0.022 -0.444
0 3 1 0 9 460.208 241.847 0.021 -0.302
0 3 1 0 10 492.526 207.146 0.023 -0.457
0 3 1 0 11 515.714 184.285 0.024 -0.619
0 3 1 0 12 509.578 175.127 0.025 -0.672
0 3 1 0 13 482.332 207.657 0.022 -0.450
0 3 1 0 14 519.235 181.107 0.025 -0.629
0 3 1 0 15 509.479 190.001 0.024 -0.584
0 3 1 0 16 470.510 232.395 0.022 -0.323
0 3 1 0 17 491.607 209.554 0.022 -0.426
0 3 1 0 18 476.069 212.323 0.023 -0.413
0 3 1 0 19 458.204 229.024 0.023 -0.319
0 3 1 0 20 498.396 179.093 0.024 -0.660
0 3 1 0 21 455.167 222.365 0.022 -0.386
0 3 1 0 22 486.227 204.833 0.023 -0.462
0 3 1 0 23 487.775 203.546 0.023 -0.464
0 3 1 0 24 490.076 202.522 0.023 -0.486
0 3 1 0 25 523.338 168.801 0.027 -0.689
0 3 1 0 26 475.279 214.858 0.022 -0.430
0 3 1 0 27 509.528 177.832 0.024 -0.592
0 3 1 0 28 507.578 173.453 0.025 -0.648
0 3 1 0 29 488.662 193.171 0.023 -0.515
0 3 1 0 30 492.722 186.582 0.022 -0.546
0 3 1 0 31 496.614 178.071 0.024 -0.597
0 3 1 0 32 470.081 210.652 0.022 -0.421
0 3 1 0 33 504.533 174.755 0.024 -0.650
0 3 1 0 34 517.017 166.392 0.026 -0.695
0 3 1 0 35 513.058 171.120 0.025 -0.660
0 3 1 0 36 493.041 196.302 0.023 -0.496
