st pl ch r c p0 p1 p2 p3
0 1 0 0 0 517.950 342.784 0.029 -1.635
0 1 0 0 1 520.986 339.559 0.034 -1.727
0 1 0 0 2 525.317 335.675 0.033 -1.666
0 1 0 0 3 516.599 344.097 0.034 -1.678
0 1 0 0 4 528.389 337.350 0.033 -1.704
0 1 0 0 5 538.584 329.621 0.036 -1.732
0 1 0 0 6 524.493 341.737 0.033 -1.579
0 1 0 0 7 511.537 355.801 0.032 -1.584
0 1 0 0 8 523.942 344.295 0.033 -1.584
0 1 0 0 9 500.965 369.635 0.033 -1.458
0 1 0 0 10 501.256 376.667 0.030 -1.317
0 1 0 0 11 495.413 383.285 0.031 -1.362
0 1 0 0 12 517.311 358.663 0.032 -1.401
0 1 0 0 13 484.386 393.278 0.032 -1.261
0 1 0 0 14 498.549 384.709 0.030 -1.264
0 1 0 0 15 499.396 381.322 0.030 -1.269
0 1 0 0 16 518.936 348.100 0.032 -1.558
0 1 0 0 17 -1.000 -1.000 -1.000 -1.000
0 1 0 0 18 525.291 331.755 0.033 -1.708
0 1 0 0 19 518.366 338.878 0.034 -1.709
0 1 0 0 20 504.723 375.129 0.030 -1.243
0 1 0 0 21 479.354 403.064 0.031 -1.218
0 1 0 0 22 474.362 411.352 0.029 -1.075
0 1 0 0 23 390.557 500.363 0.028 -0.835
0 1 0 0 24 525.677 348.951 0.033 -1.450
0 1 0 0 25 498.832 378.228 0.032 -1.337
0 1 0 0 26 504.893 384.813 0.031 -1.135
0 1 0 0 27 452.103 439.705 0.028 -0.965
0 1 0 0 28 544.425 321.108 0.035 -1.616
0 1 0 0 29 506.194 364.939 0.033 -1.368
0 1 0 0 30 525.775 349.509 0.033 -1.415
0 1 0 0 31 497.402 379.581 0.031 -1.282
0 1 0 0 32 525.677 341.491 0.034 -1.539
0 1 0 0 33 502.450 367.324 0.032 -1.409
0 1 0 0 34 501.280 370.106 0.032 -1.330
0 1 0 0 35 484.464 387.299 0.032 -1.275
0 1 0 0 36 506.771 370.631 0.032 -1.270
0 1 0 0 37 496.606 380.351 0.031 -1.305
0 1 0 0 38 523.293 336.612 0.035 -1.584
0 1 0 0 39 514.548 346.050 0.032 -1.610
0 1 0 0 40 487.216 387.008 0.030 -1.222
0 1 0 0 41 513.415 356.757 0.033 -1.424
0 1 0 0 42 519.484 350.818 0.032 -1.398
0 1 0 0 43 519.639 350.691 0.033 -1.469
0 1 0 0 44 520.399 349.777 0.032 -1.436
0 1 0 0 45 508.601 362.626 0.032 -1.424
0 1 0 0 46 506.938 369.522 0.030 -1.290
0 1 0 0 47 443.519 437.905 0.029 -1.011
0 1 0 0 48 497.809 377.842 0.031 -1.210
0 1 0 0 49 450.001 429.240 0.030 -1.050
0 1 0 0 50 527.722 341.505 0.031 -1.545
0 1 0 0 51 526.734 334.726 0.029 -1.647
0 1 0 1 0 481.310 385.151 0.024 -1.184
0 1 0 1 1 477.135 387.367 0.029 -1.236
0 1 0 1 2 463.261 402.817 0.026 -1.105
0 1 0 1 3 492.161 371.606 0.030 -1.337
0 1 0 1 4 450.098 418.856 0.027 -1.023
0 1 0 1 5 532.775 334.522 0.032 -1.580
0 1 0 1 6 518.589 347.531 0.031 -1.385
0 1 0 1 7 483.854 388.828 0.028 -1.260
0 1 0 1 8 447.383 426.997 0.026 -1.007
0 1 0 1 9 529.541 338.090 0.032 -1.530
0 1 0 1 10 439.056 441.872 0.026 -0.879
0 1 0 1 11 478.455 401.475 0.028 -1.116
0 1 0 1 12 528.544 342.584 0.031 -1.283
0 1 0 1 13 474.608 403.413 0.029 -1.125
0 1 0 1 14 436.551 448.333 0.026 -0.848
0 1 0 1 15 444.111 442.090 0.027 -0.947
0 1 0 1 16 468.702 399.788 0.029 -1.060
0 1 0 1 17 483.430 386.566 0.029 -1.216
0 1 0 1 18 468.205 394.781 0.026 -1.155
0 1 0 1 19 490.755 370.073 0.029 -1.376
0 1 0 1 20 439.464 443.834 0.026 -0.872
0 1 0 1 21 465.277 417.939 0.028 -1.024
0 1 0 1 22 429.046 457.925 0.026 -0.850
0 1 0 1 23 473.801 412.248 0.028 -1.061
0 1 0 1 24 453.813 423.864 0.027 -0.933
0 1 0 1 25 473.678 404.205 0.029 -1.116
0 1 0 1 26 546.576 337.235 0.031 -1.209
0 1 0 1 27 431.670 459.963 0.027 -0.842
0 1 0 1 28 428.491 445.172 0.026 -0.859
0 1 0 1 29 483.937 389.090 0.028 -1.189
0 1 0 1 30 476.593 400.452 0.027 -1.024
0 1 0 1 31 488.874 389.625 0.028 -1.157
0 1 0 1 32 443.020 429.066 0.026 -0.921
0 1 0 1 33 485.900 385.488 0.029 -1.171
0 1 0 1 34 445.055 426.566 0.027 -0.961
0 1 0 1 35 498.196 371.335 0.030 -1.236
0 1 0 1 36 441.436 439.023 0.025 -0.902
0 1 0 1 37 435.899 445.385 0.027 -0.947
0 1 0 1 38 485.046 376.281 0.027 -1.150
0 1 0 1 39 484.696 377.407 0.030 -1.245
