st pl ch r c p0 p1 p2 p3
0 1 0 0 0 140.233 323.022 0.041 -0.674
0 1 0 0 1 213.114 1332.533 0.012 -0.300
0 1 0 0 2 222.006 1719.987 0.009 -0.207
0 1 0 0 3 601.433 418.366 0.056 -2.530
0 1 0 0 4 -917.757 1301.041 0.255 -6.159
0 1 0 0 5 574.861 1804.513 0.004 -0.250
0 1 0 0 6 173.071 1360.957 0.014 -0.296
0 1 0 0 7 345.039 468.499 0.038 -1.247
0 1 0 0 8 181.993 1301.696 0.014 -0.316
0 1 0 0 9 179.622 1401.760 0.013 -0.298
0 1 0 0 10 200.268 300.044 0.114 -2.945
0 1 0 0 11 18.459 566.149 0.048 -0.826
0 1 0 0 12 170.792 1655.909 0.010 -0.185
0 1 0 0 13 978.006 679.237 0.110 -4.782
0 1 0 0 14 -551.147 1085.807 0.095 -1.735
0 1 0 0 15 164.680 1951.316 0.008 -0.154
0 1 0 0 16 802.349 511.294 0.117 -5.132
0 1 0 0 17 -1.000 -1.000 -1.000 -1.000
0 1 0 0 18 221.750 1446.260 0.009 -0.220
0 1 0 0 19 241.416 1606.874 0.010 -0.248
0 1 0 0 20 209.434 460.991 0.055 -1.294
0 1 0 0 21 162.917 2034.447 0.011 -0.230
0 1 0 0 22 172.581 1979.948 0.009 -0.150
0 1 0 0 23 434.071 66.538 0.362 -11.605
0 1 0 0 24 186.680 352.725 0.085 -2.045
0 1 0 0 25 204.752 476.474 0.051 -1.236
0 1 0 0 26 540.620 2834.436 0.004 -0.149
0 1 0 0 27 172.022 2023.913 0.009 -0.170
0 1 0 0 28 458.921 1806.756 0.007 -0.254
0 1 0 0 29 165.845 2745.621 0.005 -0.087
0 1 0 0 30 169.857 1880.967 0.009 -0.143
0 1 0 0 31 161.943 2097.716 0.009 -0.162
0 1 0 0 32 165.325 2126.968 0.008 -0.145
0 1 0 0 33 -98.534 661.484 0.065 -1.169
0 1 0 0 34 503.277 1767.265 0.008 -0.321
0 1 0 0 35 398.749 2135.091 0.007 -0.228
0 1 0 0 36 161.836 2142.111 0.008 -0.147
