st pl ch r c p0 p1 p2 p3
1 0 0 0 0 595.678 319.757 0.039 -1.535
1 0 0 0 1 600.658 317.570 0.043 -1.596
1 0 0 0 2 609.386 303.818 0.044 -1.664
1 0 0 0 3 606.868 311.266 0.045 -1.561
1 0 0 0 4 618.497 308.014 0.043 -1.567
1 0 0 0 5 595.390 335.493 0.042 -1.404
1 0 0 0 6 610.312 306.032 0.044 -1.652
1 0 0 0 7 595.547 323.575 0.043 -1.588
1 0 0 0 8 613.690 306.195 0.044 -1.555
1 0 0 0 9 605.881 315.900 0.045 -1.526
1 0 0 0 10 631.113 295.609 0.045 -1.543
1 0 0 0 11 611.019 318.929 0.044 -1.451
1 0 0 0 12 615.548 296.083 0.046 -1.665
1 0 0 0 13 601.081 314.204 0.046 -1.576
1 0 0 0 14 625.105 298.490 0.045 -1.653
1 0 0 0 15 613.145 315.700 0.044 -1.452
1 0 0 0 16 627.612 291.377 0.046 -1.606
1 0 0 0 17 593.149 328.287 0.043 -1.446
1 0 0 0 18 626.600 296.786 0.045 -1.495
1 0 0 0 19 617.719 308.647 0.045 -1.458
1 0 0 0 20 639.771 290.958 0.045 -1.470
1 0 0 0 21 618.199 315.467 0.044 -1.334
1 0 0 0 22 528.848 368.450 0.030 -1.345
1 0 0 0 23 567.517 329.468 0.039 -1.732
1 0 0 0 24 624.471 296.164 0.045 -1.575
1 0 0 0 25 613.991 310.779 0.045 -1.486
1 0 0 0 26 626.330 297.725 0.044 -1.440
1 0 0 0 27 607.432 320.895 0.043 -1.299
1 0 0 0 28 621.556 294.596 0.045 -1.524
1 0 0 0 29 611.414 308.468 0.045 -1.463
1 0 0 0 30 619.814 301.646 0.044 -1.426
1 0 0 0 31 611.004 313.540 0.044 -1.384
1 0 0 0 32 627.431 296.934 0.045 -1.469
1 0 0 0 33 613.040 315.149 0.045 -1.395
1 0 0 0 34 627.106 296.710 0.045 -1.465
1 0 0 0 35 605.074 321.805 0.043 -1.452
1 0 0 0 36 614.643 302.584 0.045 -1.576
1 0 0 0 37 602.161 318.613 0.045 -1.532
1 0 0 0 38 587.201 323.553 0.042 -1.437
1 0 0 0 39 584.229 326.120 0.044 -1.571
1 0 0 0 40 566.243 338.315 0.040 -1.748
1 0 0 0 41 569.696 336.405 0.042 -1.850
1 0 0 0 42 609.873 316.193 0.043 -1.448
1 0 0 0 43 587.945 340.698 0.042 -1.342
1 0 0 0 44 609.851 322.851 0.042 -1.428
1 0 0 0 45 583.695 353.176 0.040 -1.191
1 0 0 0 46 626.979 307.998 0.042 -1.319
1 0 0 0 47 589.706 348.689 0.040 -1.162
1 0 0 0 48 597.361 318.502 0.043 -1.517
1 0 0 0 49 589.569 329.248 0.043 -1.453
1 0 0 0 50 599.794 319.620 0.043 -1.541
1 0 0 0 51 603.584 315.731 0.042 -1.635
1 0 0 1 0 586.924 319.369 0.035 -1.338
1 0 0 1 1 595.319 314.060 0.039 -1.485
1 0 0 1 2 588.367 316.942 0.038 -1.393
1 0 0 1 3 604.030 303.243 0.041 -1.559
1 0 0 1 4 627.591 292.852 0.040 -1.362
1 0 0 1 5 621.348 300.300 0.041 -1.484
1 0 0 1 6 601.860 306.254 0.039 -1.418
1 0 0 1 7 597.051 311.847 0.040 -1.564
1 0 0 1 8 616.461 293.748 0.041 -1.424
1 0 0 1 9 620.437 293.158 0.042 -1.536
1 0 0 1 10 618.073 300.043 0.040 -1.402
1 0 0 1 11 631.139 289.323 0.043 -1.556
1 0 0 1 12 613.799 288.294 0.042 -1.504
1 0 0 1 13 606.655 297.696 0.043 -1.586
1 0 0 1 14 632.073 285.536 0.042 -1.440
1 0 0 1 15 618.365 300.294 0.042 -1.516
1 0 0 1 16 625.665 285.650 0.042 -1.423
1 0 0 1 17 624.323 287.102 0.043 -1.572
1 0 0 1 18 626.724 289.075 0.042 -1.363
1 0 0 1 19 629.479 287.477 0.043 -1.515
1 0 0 1 20 638.430 284.004 0.041 -1.354
1 0 0 1 21 638.429 285.623 0.043 -1.466
1 0 0 1 22 483.545 409.330 0.024 -1.025
1 0 0 1 23 563.649 327.769 0.034 -1.479
1 0 0 1 24 622.908 290.359 0.041 -1.394
1 0 0 1 25 632.680 282.421 0.043 -1.531
1 0 0 1 26 635.927 280.568 0.041 -1.314
1 0 0 1 27 638.700 278.756 0.043 -1.503
1 0 0 1 28 614.631 292.041 0.041 -1.447
1 0 0 1 29 626.372 283.428 0.043 -1.511
1 0 0 1 30 632.593 280.270 0.042 -1.396
1 0 0 1 31 632.526 282.552 0.043 -1.438
1 0 0 1 32 610.335 304.971 0.040 -1.354
1 0 0 1 33 623.500 294.597 0.042 -1.499
1 0 0 1 34 626.698 289.440 0.041 -1.363
1 0 0 1 35 630.726 287.436 0.042 -1.471
1 0 0 1 36 589.994 320.344 0.039 -1.302
1 0 0 1 37 593.792 317.700 0.040 -1.447
1 0 0 1 38 561.105 340.620 0.037 -1.278
1 0 0 1 39 581.966 320.669 0.039 -1.448
1 0 0 1 40 563.791 332.574 0.037 -1.555
1 0 0 1 41 554.194 344.737 0.035 -1.577
1 0 0 1 42 601.623 316.736 0.039 -1.252
1 0 0 1 43 640.578 275.910 0.046 -1.760
1 0 0 1 44 609.093 316.404 0.038 -1.238
1 0 0 1 45 608.666 318.882 0.039 -1.288
1 0 0 1 46 607.553 320.964 0.038 -1.138
1 0 0 1 47 626.628 302.240 0.041 -1.337
1 0 0 1 48 574.256 334.026 0.037 -1.186
1 0 0 1 49 593.703 316.822 0.040 -1.373
1 0 0 1 50 589.474 323.076 0.039 -1.280
1 0 0 1 51 613.589 296.063 0.040 -1.622
1 0 0 2 0 578.535 327.308 0.034 -1.243
1 0 0 2 1 588.846 315.807 0.038 -1.365
1 0 0 2 2 596.263 307.066 0.039 -1.385
1 0 0 2 3 597.469 305.177 0.039 -1.435
1 0 0 2 4 622.624 294.404 0.040 -1.387
1 0 0 2 5 620.151 297.665 0.039 -1.357
1 0 0 2 6 597.367 307.411 0.039 -1.432
1 0 0 2 7 593.529 310.754 0.039 -1.464
1 0 0 2 8 605.907 302.289 0.039 -1.356
1 0 0 2 9 620.015 288.252 0.041 -1.451
1 0 0 2 10 621.346 295.257 0.040 -1.374
1 0 0 2 11 621.195 294.136 0.040 -1.390
1 0 0 2 12 605.705 294.279 0.041 -1.437
1 0 0 2 13 594.114 304.799 0.040 -1.445
1 0 0 2 14 607.676 306.325 0.039 -1.369
1 0 0 2 15 612.447 301.407 0.039 -1.389
1 0 0 2 16 614.382 292.825 0.041 -1.425
1 0 0 2 17 614.329 292.757 0.041 -1.451
1 0 0 2 18 620.707 291.507 0.041 -1.373
1 0 0 2 19 630.107 280.770 0.042 -1.395
1 0 0 2 20 629.760 289.847 0.040 -1.305
1 0 0 2 21 630.905 288.993 0.040 -1.322
1 0 0 2 22 442.097 451.615 0.022 -0.852
1 0 0 2 23 513.594 376.599 0.029 -1.091
1 0 0 2 24 623.646 285.610 0.042 -1.428
1 0 0 2 25 627.511 283.027 0.042 -1.390
