st pl ch r c slope pedestal max
0 0 0 0 0 7.016 66.650 309.000
0 0 0 0 1 13.480 -86.423 376.000
0 0 0 0 2 6.116 128.892 357.000
0 0 0 0 3 6.041 130.729 357.000
0 0 0 0 4 6.077 123.367 350.000
0 0 0 0 5 6.824 113.723 369.000
0 0 0 0 6 7.782 114.412 407.000
0 0 0 0 7 7.675 115.666 403.000
0 0 0 0 8 5.869 131.543 353.000
0 0 0 0 9 6.813 113.494 368.000
0 0 0 0 10 6.120 137.092 367.000
0 0 0 0 11 6.827 113.372 366.000
0 0 0 0 12 7.388 129.528 405.000
0 0 0 0 13 7.525 111.227 390.000
0 0 0 0 14 6.634 131.380 381.000
0 0 0 0 15 7.044 131.539 402.000
0 0 0 0 16 6.543 130.077 375.000
0 0 0 0 17 7.429 105.753 381.000
0 0 0 0 18 7.588 113.969 396.000
0 0 0 0 19 10.069 22.555 376.000
0 0 0 0 20 6.227 116.274 347.000
0 0 0 0 21 5.639 150.794 370.000
0 0 0 0 22 6.902 120.746 379.000
0 0 0 0 23 7.032 122.578 383.000
0 0 0 0 24 6.321 128.112 364.000
0 0 0 0 25 5.794 145.035 364.000
0 0 0 0 26 5.818 156.785 380.000
0 0 0 0 27 6.152 159.058 396.000
0 0 0 0 28 6.771 163.421 431.000
0 0 0 0 29 7.110 143.413 418.000
0 0 0 0 30 5.971 171.067 405.000
0 0 0 0 31 7.651 137.484 426.000
0 0 0 0 32 6.561 162.090 417.000
0 0 0 0 33 6.412 159.521 413.000
0 0 0 0 34 6.871 151.444 417.000
0 0 0 0 35 9.458 105.993 466.000
0 0 0 0 36 5.728 165.438 385.000
0 0 0 0 37 6.132 144.215 376.000
0 0 0 0 38 5.748 164.679 386.000
0 0 0 0 39 5.855 162.320 392.000
0 0 0 0 40 5.853 157.993 383.000
0 0 0 0 41 6.531 150.266 404.000
0 0 0 0 42 7.129 180.547 463.000
0 0 0 0 43 7.760 154.187 463.000
0 0 0 0 44 5.924 168.300 400.000
0 0 0 0 45 6.845 134.311 394.000
0 0 0 0 46 6.681 174.449 437.000
0 0 0 0 47 7.647 148.561 447.000
0 0 0 0 48 6.119 151.047 383.000
0 0 0 0 49 6.985 139.962 407.000
