st pl ch r c slope pedestal max
0 2 3 0 0 3.240 534.044 768.000
0 2 3 0 1 1.506 606.978 765.000
0 2 3 0 2 0.000 0.000 0.000
0 2 3 0 3 1.451 539.615 722.000
0 2 3 0 4 1.482 530.673 722.000
0 2 3 0 5 2.498 383.476 716.000
0 2 3 0 6 1.180 580.302 735.000
0 2 3 0 7 1.621 538.234 743.000
0 2 3 0 8 1.469 539.658 725.000
0 2 3 0 9 1.313 535.986 708.000
0 2 3 0 10 1.400 548.477 727.000
0 2 3 0 11 0.000 0.000 0.000
0 2 3 0 12 1.603 529.230 734.000
0 2 3 0 13 1.472 566.489 747.000
0 2 3 0 14 1.410 602.920 751.000
0 2 3 0 15 0.631 668.446 747.000
0 2 3 0 16 1.481 546.991 734.000
0 2 3 0 17 1.453 531.621 717.000
0 2 3 0 18 1.667 513.500 735.000
0 2 3 0 19 2.228 571.668 760.000
0 2 3 0 20 0.942 599.379 732.000
0 2 3 0 21 0.467 688.115 751.000
0 2 3 0 22 0.000 0.000 0.000
0 2 3 0 23 1.425 573.676 743.000
0 2 3 0 24 0.902 628.269 743.000
0 2 3 0 25 2.657 549.420 752.000
0 2 3 0 26 0.632 658.978 743.000
0 2 3 0 27 0.000 0.000 0.000
0 2 3 0 28 0.410 697.985 753.000
0 2 3 0 29 0.840 655.726 755.000
0 2 3 0 30 2.027 573.752 750.000
0 2 3 0 31 1.869 549.766 737.000
0 2 3 0 32 2.534 534.623 750.000
0 2 3 0 33 0.843 629.589 740.000
0 2 3 0 34 1.444 568.450 740.000
0 2 3 0 35 1.587 549.119 741.000
0 2 3 0 36 1.644 538.040 738.000
0 2 3 0 37 2.166 537.394 753.000
0 2 3 0 38 1.597 556.402 745.000
0 2 3 0 39 1.550 545.260 728.000
0 2 3 0 40 0.221 555.558 585.000
0 2 3 0 41 1.433 547.108 702.000
0 2 3 0 42 0.000 0.000 0.000
0 2 3 0 43 0.000 0.000 0.000
0 2 3 0 44 0.000 0.000 0.000
0 2 3 0 45 0.000 0.000 0.000
0 2 3 0 46 0.000 0.000 0.000
0 2 3 0 47 0.000 0.000 0.000
0 2 3 0 48 0.000 0.000 0.000
0 2 3 0 49 0.000 0.000 0.000
0 2 3 0 50 0.000 0.000 0.000
0 2 3 0 51 2.770 537.316 750.000
0 2 3 1 0 3.151 536.212 767.000
0 2 3 1 1 3.425 536.627 767.000
0 2 3 1 2 2.374 535.943 744.000
0 2 3 1 3 2.113 544.239 745.000
0 2 3 1 4 2.417 551.003 764.000
0 2 3 1 5 2.123 555.330 762.000
0 2 3 1 6 2.321 563.137 765.000
0 2 3 1 7 1.614 586.896 762.000
0 2 3 1 8 1.129 616.139 745.000
0 2 3 1 9 2.054 564.250 745.000
0 2 3 1 10 2.510 539.864 749.000
0 2 3 1 11 1.881 559.165 746.000
0 2 3 1 12 2.529 558.126 759.000
0 2 3 1 13 2.363 554.109 761.000
0 2 3 1 14 2.260 549.162 750.000
0 2 3 1 15 1.466 590.883 748.000
0 2 3 1 16 2.188 563.386 754.000
0 2 3 1 17 3.331 521.925 752.000
0 2 3 1 18 3.190 531.755 762.000
0 2 3 1 19 2.668 529.675 754.000
0 2 3 1 20 3.118 530.646 755.000
0 2 3 1 21 3.421 520.590 759.000
0 2 3 1 22 2.697 557.152 762.000
0 2 3 1 23 3.612 515.808 759.000
0 2 3 1 24 3.146 536.553 754.000
0 2 3 1 25 1.919 576.247 752.000
0 2 3 1 26 2.341 549.193 751.000
0 2 3 1 27 2.348 547.908 749.000
0 2 3 1 28 1.753 597.276 758.000
0 2 3 1 29 2.184 582.219 757.000
0 2 3 1 30 2.963 537.564 745.000
0 2 3 1 31 3.151 530.223 749.000
0 2 3 1 32 2.793 536.683 750.000
0 2 3 1 33 2.472 553.790 750.000
0 2 3 1 34 3.419 538.745 756.000
0 2 3 1 35 2.772 537.264 753.000
0 2 3 1 36 2.663 536.638 754.000
0 2 3 1 37 2.794 534.518 755.000
0 2 3 1 38 2.446 533.729 745.000
0 2 3 1 39 2.977 538.819 755.000
0 2 3 1 40 0.853 544.921 638.000
0 2 3 1 41 0.741 538.827 622.000
0 2 3 1 42 0.000 0.000 0.000
0 2 3 1 43 0.000 0.000 0.000
0 2 3 1 44 0.000 0.000 0.000
0 2 3 1 45 0.000 0.000 0.000
0 2 3 1 46 0.000 0.000 0.000
0 2 3 1 47 0.000 0.000 0.000
0 2 3 1 48 0.423 528.426 579.000
0 2 3 1 49 1.609 509.160 705.000
0 2 3 1 50 1.501 586.413 749.000
0 2 3 1 51 2.782 537.403 750.000
0 2 3 2 0 3.224 531.411 769.000
0 2 3 2 1 3.529 534.856 767.000
0 2 3 2 2 3.669 499.044 744.000
0 2 3 2 3 3.440 509.644 745.000
0 2 3 2 4 3.540 518.601 764.000
0 2 3 2 5 3.531 523.007 765.000
0 2 3 2 6 3.484 529.858 763.000
0 2 3 2 7 3.320 535.459 762.000
0 2 3 2 8 3.366 511.133 746.000
0 2 3 2 9 3.279 514.291 747.000
0 2 3 2 10 3.466 507.578 748.000
0 2 3 2 11 3.445 511.423 748.000
0 2 3 2 12 3.258 535.915 760.000
0 2 3 2 13 3.469 524.581 764.000
0 2 3 2 14 3.509 515.717 752.000
0 2 3 2 15 3.492 509.012 750.000
0 2 3 2 16 3.291 538.298 754.000
0 2 3 2 17 3.262 528.983 754.000
0 2 3 2 18 3.589 520.198 761.000
0 2 3 2 19 3.464 526.899 759.000
0 2 3 2 20 3.470 536.891 757.000
0 2 3 2 21 3.416 529.132 758.000
0 2 3 2 22 3.443 536.396 763.000
0 2 3 2 23 3.346 532.162 762.000
0 2 3 2 24 3.443 526.346 754.000
0 2 3 2 25 3.228 532.484 753.000
0 2 3 2 26 3.460 523.173 752.000
0 2 3 2 27 3.399 525.576 751.000
0 2 3 2 28 3.298 545.047 759.000
0 2 3 2 29 3.323 539.017 758.000
0 2 3 2 30 3.999 513.139 748.000
0 2 3 2 31 3.926 512.960 747.000
0 2 3 2 32 3.429 523.510 750.000
0 2 3 2 33 3.237 525.671 749.000
0 2 3 2 34 3.718 525.253 758.000
0 2 3 2 35 3.897 527.832 758.000
0 2 3 2 36 3.985 521.099 757.000
0 2 3 2 37 4.141 508.494 757.000
0 2 3 2 38 3.404 525.827 755.000
0 2 3 2 39 3.731 534.150 758.000
0 2 3 2 40 2.249 527.560 725.000
0 2 3 2 41 3.250 521.774 745.000
0 2 3 2 42 1.431 523.238 674.000
0 2 3 2 43 1.825 521.052 698.000
0 2 3 2 44 0.280 513.025 549.000
0 2 3 2 45 0.531 523.383 586.000
