st pl ch r c slope pedestal max
0 2 0 0 0 2.887 501.696 735.000
0 2 0 0 1 2.961 508.875 736.000
0 2 0 0 2 0.000 0.000 0.000
0 2 0 0 3 1.058 596.292 726.000
0 2 0 0 4 0.000 0.000 0.000
0 2 0 0 5 0.000 0.000 0.000
0 2 0 0 6 0.367 681.157 729.000
0 2 0 0 7 0.000 0.000 0.000
0 2 0 0 8 1.806 516.691 707.000
0 2 0 0 9 1.853 545.306 722.000
0 2 0 0 10 0.819 633.703 728.000
0 2 0 0 11 1.982 544.598 728.000
0 2 0 0 12 2.278 533.701 734.000
0 2 0 0 13 1.193 605.794 736.000
0 2 0 0 14 1.385 600.197 739.000
0 2 0 0 15 0.400 687.772 738.000
0 2 0 0 16 0.620 655.182 731.000
0 2 0 0 17 0.429 677.348 730.000
0 2 0 0 18 0.427 685.348 739.000
0 2 0 0 19 0.896 636.367 736.000
0 2 0 0 20 2.345 529.742 723.000
0 2 0 0 21 1.057 606.759 719.000
0 2 0 0 22 2.386 522.481 726.000
0 2 0 0 23 0.657 644.535 724.000
0 2 0 0 24 0.567 661.601 730.000
0 2 0 0 25 2.308 539.789 731.000
0 2 0 0 26 1.814 556.209 726.000
0 2 0 0 27 2.552 517.153 725.000
0 2 0 0 28 0.881 624.224 721.000
0 2 0 0 29 0.559 650.585 719.000
0 2 0 0 30 1.654 572.129 725.000
0 2 0 0 31 2.254 537.639 718.000
0 2 0 0 32 0.596 654.600 724.000
0 2 0 0 33 2.351 534.684 720.000
0 2 0 0 34 2.458 536.820 728.000
0 2 0 0 35 2.927 506.881 728.000
0 2 0 0 36 3.582 480.750 719.000
0 2 0 0 37 2.572 515.620 715.000
0 2 0 0 38 3.160 503.588 726.000
0 2 0 0 39 2.106 532.079 716.000
0 2 0 0 40 3.039 501.563 713.000
0 2 0 0 41 3.760 475.346 711.000
0 2 0 0 42 2.542 526.231 725.000
0 2 0 0 43 0.848 533.937 635.000
0 2 0 0 44 0.000 0.000 0.000
0 2 0 0 45 1.090 526.684 646.000
0 2 0 0 46 0.000 0.000 0.000
0 2 0 0 47 0.333 513.500 556.000
0 2 0 0 48 1.866 512.528 711.000
0 2 0 0 49 1.653 548.569 716.000
0 2 0 0 50 0.000 0.000 0.000
0 2 0 0 51 2.723 506.281 726.000
0 2 0 1 0 2.805 502.940 737.000
0 2 0 1 1 3.020 502.374 738.000
0 2 0 1 2 0.515 672.398 738.000
0 2 0 1 3 1.747 547.380 730.000
0 2 0 1 4 0.839 645.152 740.000
0 2 0 1 5 0.300 700.021 740.000
0 2 0 1 6 1.738 568.380 732.000
0 2 0 1 7 1.266 565.578 729.000
0 2 0 1 8 2.656 507.261 729.000
0 2 0 1 9 1.694 560.425 724.000
0 2 0 1 10 2.469 523.928 729.000
